Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FBS),Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"FBS","Food Balances (2010-)","231","Ethiopia","5170","Residuals","S2807","Rice and products","2014","2014","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5142","Food","S2807","Rice and products","2014","2014","1000 t","408","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2014","2014","kg/cap","4.09","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2807","Rice and products","2014","2014","kcal/cap/d","25.44","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","661","Food supply (kcal)","S2807","Rice and products","2014","2014","million Kcal","926207.51","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2014","2014","g/cap/d","0.52","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","671","Protein supply quantity (t)","S2807","Rice and products","2014","2014","t","18826","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2014","2014","g/cap/d","0.07","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","681","Fat supply quantity (t)","S2807","Rice and products","2014","2014","t","2406.07","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5511","Production","S2807","Rice and products","2015","2015","1000 t","140","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5611","Import quantity","S2807","Rice and products","2015","2015","1000 t","436","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5072","Stock Variation","S2807","Rice and products","2015","2015","1000 t","-2","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5911","Export quantity","S2807","Rice and products","2015","2015","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5301","Domestic supply quantity","S2807","Rice and products","2015","2015","1000 t","578","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5521","Feed","S2807","Rice and products","2015","2015","1000 t","6","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5123","Losses","S2807","Rice and products","2015","2015","1000 t","6","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5131","Processing","S2807","Rice and products","2015","2015","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5170","Residuals","S2807","Rice and products","2015","2015","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5142","Food","S2807","Rice and products","2015","2015","1000 t","566","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2807","Rice and products","2015","2015","kg/cap","5.53","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2807","Rice and products","2015","2015","kcal/cap/d","34.3","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","661","Food supply (kcal)","S2807","Rice and products","2015","2015","million Kcal","1282907.34","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","674","Protein supply quantity (g/capita/day)","S2807","Rice and products","2015","2015","g/cap/d","0.7","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","671","Protein supply quantity (t)","S2807","Rice and products","2015","2015","t","26047.38","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","684","Fat supply quantity (g/capita/day)","S2807","Rice and products","2015","2015","g/cap/d","0.09","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","681","Fat supply quantity (t)","S2807","Rice and products","2015","2015","t","3324.13","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5511","Production","S2513","Barley and products","2010","2010","1000 t","1814","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5611","Import quantity","S2513","Barley and products","2010","2010","1000 t","49","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5072","Stock Variation","S2513","Barley and products","2010","2010","1000 t","111","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5911","Export quantity","S2513","Barley and products","2010","2010","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5301","Domestic supply quantity","S2513","Barley and products","2010","2010","1000 t","1752","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5521","Feed","S2513","Barley and products","2010","2010","1000 t","41","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5527","Seed","S2513","Barley and products","2010","2010","1000 t","80","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5123","Losses","S2513","Barley and products","2010","2010","1000 t","86","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5131","Processing","S2513","Barley and products","2010","2010","1000 t","180","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5170","Residuals","S2513","Barley and products","2010","2010","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5142","Food","S2513","Barley and products","2010","2010","1000 t","1365","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2513","Barley and products","2010","2010","kg/cap","15.29","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2513","Barley and products","2010","2010","kcal/cap/d","117.17","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","661","Food supply (kcal)","S2513","Barley and products","2010","2010","million Kcal","3816558.2","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","674","Protein supply quantity (g/capita/day)","S2513","Barley and products","2010","2010","g/cap/d","3.88","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","671","Protein supply quantity (t)","S2513","Barley and products","2010","2010","t","126445.24","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","684","Fat supply quantity (g/capita/day)","S2513","Barley and products","2010","2010","g/cap/d","0.68","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","681","Fat supply quantity (t)","S2513","Barley and products","2010","2010","t","22040.91","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5511","Production","S2513","Barley and products","2011","2011","1000 t","1668","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5611","Import quantity","S2513","Barley and products","2011","2011","1000 t","49","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5072","Stock Variation","S2513","Barley and products","2011","2011","1000 t","66","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5911","Export quantity","S2513","Barley and products","2011","2011","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5301","Domestic supply quantity","S2513","Barley and products","2011","2011","1000 t","1652","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5521","Feed","S2513","Barley and products","2011","2011","1000 t","32","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5527","Seed","S2513","Barley and products","2011","2011","1000 t","74","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5123","Losses","S2513","Barley and products","2011","2011","1000 t","79","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5131","Processing","S2513","Barley and products","2011","2011","1000 t","167","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5170","Residuals","S2513","Barley and products","2011","2011","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5142","Food","S2513","Barley and products","2011","2011","1000 t","1300","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2513","Barley and products","2011","2011","kg/cap","14.16","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2513","Barley and products","2011","2011","kcal/cap/d","108.49","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","661","Food supply (kcal)","S2513","Barley and products","2011","2011","million Kcal","3635951.49","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","674","Protein supply quantity (g/capita/day)","S2513","Barley and products","2011","2011","g/cap/d","3.59","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","671","Protein supply quantity (t)","S2513","Barley and products","2011","2011","t","120461.61","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","684","Fat supply quantity (g/capita/day)","S2513","Barley and products","2011","2011","g/cap/d","0.63","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","681","Fat supply quantity (t)","S2513","Barley and products","2011","2011","t","20997.9","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5511","Production","S2513","Barley and products","2012","2012","1000 t","1902","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5611","Import quantity","S2513","Barley and products","2012","2012","1000 t","70","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5072","Stock Variation","S2513","Barley and products","2012","2012","1000 t","133","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5911","Export quantity","S2513","Barley and products","2012","2012","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5301","Domestic supply quantity","S2513","Barley and products","2012","2012","1000 t","1839","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5521","Feed","S2513","Barley and products","2012","2012","1000 t","35","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5527","Seed","S2513","Barley and products","2012","2012","1000 t","84","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5123","Losses","S2513","Barley and products","2012","2012","1000 t","90","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5131","Processing","S2513","Barley and products","2012","2012","1000 t","198","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5170","Residuals","S2513","Barley and products","2012","2012","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5142","Food","S2513","Barley and products","2012","2012","1000 t","1431","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2513","Barley and products","2012","2012","kg/cap","15.15","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2513","Barley and products","2012","2012","kcal/cap/d","116.09","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","661","Food supply (kcal)","S2513","Barley and products","2012","2012","million Kcal","4002187.11","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","674","Protein supply quantity (g/capita/day)","S2513","Barley and products","2012","2012","g/cap/d","3.85","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","671","Protein supply quantity (t)","S2513","Barley and products","2012","2012","t","132595.26","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","684","Fat supply quantity (g/capita/day)","S2513","Barley and products","2012","2012","g/cap/d","0.67","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","681","Fat supply quantity (t)","S2513","Barley and products","2012","2012","t","23112.93","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5511","Production","S2513","Barley and products","2013","2013","1000 t","2048","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5611","Import quantity","S2513","Barley and products","2013","2013","1000 t","57","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5072","Stock Variation","S2513","Barley and products","2013","2013","1000 t","212","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5911","Export quantity","S2513","Barley and products","2013","2013","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5301","Domestic supply quantity","S2513","Barley and products","2013","2013","1000 t","1893","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5521","Feed","S2513","Barley and products","2013","2013","1000 t","37","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5527","Seed","S2513","Barley and products","2013","2013","1000 t","91","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5123","Losses","S2513","Barley and products","2013","2013","1000 t","97","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5131","Processing","S2513","Barley and products","2013","2013","1000 t","163","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5170","Residuals","S2513","Barley and products","2013","2013","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5142","Food","S2513","Barley and products","2013","2013","1000 t","1505","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2513","Barley and products","2013","2013","kg/cap","15.51","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2513","Barley and products","2013","2013","kcal/cap/d","118.8","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","661","Food supply (kcal)","S2513","Barley and products","2013","2013","million Kcal","4209792.13","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","674","Protein supply quantity (g/capita/day)","S2513","Barley and products","2013","2013","g/cap/d","3.94","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","671","Protein supply quantity (t)","S2513","Barley and products","2013","2013","t","139473.36","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","684","Fat supply quantity (g/capita/day)","S2513","Barley and products","2013","2013","g/cap/d","0.69","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","681","Fat supply quantity (t)","S2513","Barley and products","2013","2013","t","24311.87","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5511","Production","S2513","Barley and products","2014","2014","1000 t","2061","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5611","Import quantity","S2513","Barley and products","2014","2014","1000 t","168","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5072","Stock Variation","S2513","Barley and products","2014","2014","1000 t","254","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5911","Export quantity","S2513","Barley and products","2014","2014","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5301","Domestic supply quantity","S2513","Barley and products","2014","2014","1000 t","1975","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5521","Feed","S2513","Barley and products","2014","2014","1000 t","38","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5527","Seed","S2513","Barley and products","2014","2014","1000 t","91","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5123","Losses","S2513","Barley and products","2014","2014","1000 t","97","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5131","Processing","S2513","Barley and products","2014","2014","1000 t","143","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5170","Residuals","S2513","Barley and products","2014","2014","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5142","Food","S2513","Barley and products","2014","2014","1000 t","1604","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2513","Barley and products","2014","2014","kg/cap","16.08","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2513","Barley and products","2014","2014","kcal/cap/d","121.52","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","661","Food supply (kcal)","S2513","Barley and products","2014","2014","million Kcal","4424234.25","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","674","Protein supply quantity (g/capita/day)","S2513","Barley and products","2014","2014","g/cap/d","3.99","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","671","Protein supply quantity (t)","S2513","Barley and products","2014","2014","t","145279.91","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","684","Fat supply quantity (g/capita/day)","S2513","Barley and products","2014","2014","g/cap/d","0.69","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","681","Fat supply quantity (t)","S2513","Barley and products","2014","2014","t","24979.38","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5511","Production","S2513","Barley and products","2015","2015","1000 t","2054","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5611","Import quantity","S2513","Barley and products","2015","2015","1000 t","191","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5072","Stock Variation","S2513","Barley and products","2015","2015","1000 t","206","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5911","Export quantity","S2513","Barley and products","2015","2015","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5301","Domestic supply quantity","S2513","Barley and products","2015","2015","1000 t","2040","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5521","Feed","S2513","Barley and products","2015","2015","1000 t","39","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5527","Seed","S2513","Barley and products","2015","2015","1000 t","91","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5123","Losses","S2513","Barley and products","2015","2015","1000 t","96","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5131","Processing","S2513","Barley and products","2015","2015","1000 t","210","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5170","Residuals","S2513","Barley and products","2015","2015","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5142","Food","S2513","Barley and products","2015","2015","1000 t","1604","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2513","Barley and products","2015","2015","kg/cap","15.65","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2513","Barley and products","2015","2015","kcal/cap/d","117.91","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","661","Food supply (kcal)","S2513","Barley and products","2015","2015","million Kcal","4410016.72","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","674","Protein supply quantity (g/capita/day)","S2513","Barley and products","2015","2015","g/cap/d","3.86","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","671","Protein supply quantity (t)","S2513","Barley and products","2015","2015","t","144549.07","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","684","Fat supply quantity (g/capita/day)","S2513","Barley and products","2015","2015","g/cap/d","0.66","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","681","Fat supply quantity (t)","S2513","Barley and products","2015","2015","t","24783.01","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5511","Production","S2514","Maize and products","2010","2010","1000 t","5481","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5611","Import quantity","S2514","Maize and products","2010","2010","1000 t","32","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5072","Stock Variation","S2514","Maize and products","2010","2010","1000 t","-380","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5911","Export quantity","S2514","Maize and products","2010","2010","1000 t","36","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5301","Domestic supply quantity","S2514","Maize and products","2010","2010","1000 t","5858","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5521","Feed","S2514","Maize and products","2010","2010","1000 t","423","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5527","Seed","S2514","Maize and products","2010","2010","1000 t","60","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5123","Losses","S2514","Maize and products","2010","2010","1000 t","255","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5131","Processing","S2514","Maize and products","2010","2010","1000 t","1","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5154","Other uses (non-food)","S2514","Maize and products","2010","2010","1000 t","654","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5170","Residuals","S2514","Maize and products","2010","2010","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5142","Food","S2514","Maize and products","2010","2010","1000 t","4466","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2514","Maize and products","2010","2010","kg/cap","50.04","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2514","Maize and products","2010","2010","kcal/cap/d","459.78","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","661","Food supply (kcal)","S2514","Maize and products","2010","2010","million Kcal","14975788.49","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","674","Protein supply quantity (g/capita/day)","S2514","Maize and products","2010","2010","g/cap/d","9.51","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","671","Protein supply quantity (t)","S2514","Maize and products","2010","2010","t","309697.61","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","684","Fat supply quantity (g/capita/day)","S2514","Maize and products","2010","2010","g/cap/d","3.91","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","681","Fat supply quantity (t)","S2514","Maize and products","2010","2010","t","127272.99","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5511","Production","S2514","Maize and products","2011","2011","1000 t","6442","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5611","Import quantity","S2514","Maize and products","2011","2011","1000 t","31","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5072","Stock Variation","S2514","Maize and products","2011","2011","1000 t","-360","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5911","Export quantity","S2514","Maize and products","2011","2011","1000 t","60","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5301","Domestic supply quantity","S2514","Maize and products","2011","2011","1000 t","6773","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5521","Feed","S2514","Maize and products","2011","2011","1000 t","487","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5527","Seed","S2514","Maize and products","2011","2011","1000 t","61","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5123","Losses","S2514","Maize and products","2011","2011","1000 t","262","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5131","Processing","S2514","Maize and products","2011","2011","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5154","Other uses (non-food)","S2514","Maize and products","2011","2011","1000 t","977","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5170","Residuals","S2514","Maize and products","2011","2011","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5142","Food","S2514","Maize and products","2011","2011","1000 t","4985","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2514","Maize and products","2011","2011","kg/cap","54.29","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2514","Maize and products","2011","2011","kcal/cap/d","498.83","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","661","Food supply (kcal)","S2514","Maize and products","2011","2011","million Kcal","16717564.62","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","674","Protein supply quantity (g/capita/day)","S2514","Maize and products","2011","2011","g/cap/d","10.32","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","671","Protein supply quantity (t)","S2514","Maize and products","2011","2011","t","345717.34","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","684","Fat supply quantity (g/capita/day)","S2514","Maize and products","2011","2011","g/cap/d","4.24","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","681","Fat supply quantity (t)","S2514","Maize and products","2011","2011","t","142075.62","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5511","Production","S2514","Maize and products","2012","2012","1000 t","6701","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5611","Import quantity","S2514","Maize and products","2012","2012","1000 t","9","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5072","Stock Variation","S2514","Maize and products","2012","2012","1000 t","-300","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5911","Export quantity","S2514","Maize and products","2012","2012","1000 t","3","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5301","Domestic supply quantity","S2514","Maize and products","2012","2012","1000 t","7006","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5521","Feed","S2514","Maize and products","2012","2012","1000 t","505","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5527","Seed","S2514","Maize and products","2012","2012","1000 t","61","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5123","Losses","S2514","Maize and products","2012","2012","1000 t","287","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5131","Processing","S2514","Maize and products","2012","2012","1000 t","1","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5154","Other uses (non-food)","S2514","Maize and products","2012","2012","1000 t","1044","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5170","Residuals","S2514","Maize and products","2012","2012","1000 t","0","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5142","Food","S2514","Maize and products","2012","2012","1000 t","5108","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","645","Food supply quantity (kg/capita/yr)","S2514","Maize and products","2012","2012","kg/cap","54.08","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","664","Food supply (kcal/capita/day)","S2514","Maize and products","2012","2012","kcal/cap/d","496.9","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","661","Food supply (kcal)","S2514","Maize and products","2012","2012","million Kcal","17130461.66","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","674","Protein supply quantity (g/capita/day)","S2514","Maize and products","2012","2012","g/cap/d","10.28","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","671","Protein supply quantity (t)","S2514","Maize and products","2012","2012","t","354256.01","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","684","Fat supply quantity (g/capita/day)","S2514","Maize and products","2012","2012","g/cap/d","4.22","E","Estimated value",""
"FBS","Food Balances (2010-)","231","Ethiopia","681","Fat supply quantity (t)","S2514","Maize and products","2012","2012","t","145584.66","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5511","Production","S2514","Maize and products","2013","2013","1000 t","7106","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5611","Import quantity","S2514","Maize and products","2013","2013","1000 t","8","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5072","Stock Variation","S2514","Maize and products","2013","2013","1000 t","-200","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5911","Export quantity","S2514","Maize and products","2013","2013","1000 t","9","I","Imputed value",""
"FBS","Food Balances (2010-)","231","Ethiopia","5301","Domestic supply quantity","S2514","Maize and products","2013","2013","1000 t","7305","I","Imputed value",""
