i,t,m,j,Expenditure
150101010100370124,2018-19,Dire Dawa,Bula,10
150101010100370124,2018-19,Dire Dawa,Carrot,10
150101010100370124,2018-19,Dire Dawa,Chat/Kat,350
150101010100370124,2018-19,Dire Dawa,Chick Pea,20
150101010100370124,2018-19,Dire Dawa,Coffee,70
150101010100370124,2018-19,Dire Dawa,Eggs,36
150101010100370124,2018-19,Dire Dawa,Garlic,60
150101010100370124,2018-19,Dire Dawa,Haricot Beans,10
150101010100370124,2018-19,Dire Dawa,Horsebeans,8
150101010100370124,2018-19,Dire Dawa,Injera,196
150101010100370124,2018-19,Dire Dawa,Kariya,10
150101010100370124,2018-19,Dire Dawa,Lentils,55
150101010100370124,2018-19,Dire Dawa,Maize,10
150101010100370124,2018-19,Dire Dawa,Mango,30
150101010100370124,2018-19,Dire Dawa,Oats,15
150101010100370124,2018-19,Dire Dawa,Oils,90
150101010100370124,2018-19,Dire Dawa,Onion,60
150101010100370124,2018-19,Dire Dawa,Potato,24
150101010100370124,2018-19,Dire Dawa,Rice,26
150101010100370124,2018-19,Dire Dawa,Salt,2
150101010100370124,2018-19,Dire Dawa,Soda,70
150101010100370124,2018-19,Dire Dawa,Sugar,28
150101010100370124,2018-19,Dire Dawa,Tea,7
150101010100370124,2018-19,Dire Dawa,Tomato,40
150101010100370124,2018-19,Dire Dawa,Wheat,24
150101010100370135,2018-19,Dire Dawa,Berbere,70
150101010100370135,2018-19,Dire Dawa,Bread/biscuit,42
150101010100370135,2018-19,Dire Dawa,Chick Pea,25
150101010100370135,2018-19,Dire Dawa,Garlic,60
150101010100370135,2018-19,Dire Dawa,Kariya,10
150101010100370135,2018-19,Dire Dawa,Leafy Greens,20
150101010100370135,2018-19,Dire Dawa,Lentils,30
150101010100370135,2018-19,Dire Dawa,Oils,75
150101010100370135,2018-19,Dire Dawa,Onion,60
150101010100370135,2018-19,Dire Dawa,Potato,12
150101010100370135,2018-19,Dire Dawa,Salt,2
150101010100370135,2018-19,Dire Dawa,Soda,10
150101010100370135,2018-19,Dire Dawa,Sorghum,20
150101010100370135,2018-19,Dire Dawa,Sugar,13
150101010100370135,2018-19,Dire Dawa,Teff,128
150101010100370135,2018-19,Dire Dawa,Tomato,63
150101010100370146,2018-19,Dire Dawa,Beer,75
150101010100370146,2018-19,Dire Dawa,Berbere,25
150101010100370146,2018-19,Dire Dawa,Bread/biscuit,32
150101010100370146,2018-19,Dire Dawa,Chick Pea,10
150101010100370146,2018-19,Dire Dawa,Coffee,70
150101010100370146,2018-19,Dire Dawa,Garlic,20
150101010100370146,2018-19,Dire Dawa,Injera,42
150101010100370146,2018-19,Dire Dawa,Kariya,5
150101010100370146,2018-19,Dire Dawa,Leafy Greens,20
150101010100370146,2018-19,Dire Dawa,Lentils,25
150101010100370146,2018-19,Dire Dawa,Mango,27
150101010100370146,2018-19,Dire Dawa,Milk,32
150101010100370146,2018-19,Dire Dawa,Oats,7
150101010100370146,2018-19,Dire Dawa,Oils,42
150101010100370146,2018-19,Dire Dawa,Onion,54
150101010100370146,2018-19,Dire Dawa,Pasta/Macaroni,18
150101010100370146,2018-19,Dire Dawa,Potato,15
150101010100370146,2018-19,Dire Dawa,Rice,7
150101010100370146,2018-19,Dire Dawa,Salt,4
150101010100370146,2018-19,Dire Dawa,Soda,20
150101010100370146,2018-19,Dire Dawa,Sorghum,10
150101010100370146,2018-19,Dire Dawa,Sugar,7
150101010100370146,2018-19,Dire Dawa,Teff,66
150101010100370146,2018-19,Dire Dawa,Tomato,30
150101010100370146,2018-19,Dire Dawa,Wheat,8
150101010100370157,2018-19,Dire Dawa,Banana,35
150101010100370157,2018-19,Dire Dawa,Beetroot,10
150101010100370157,2018-19,Dire Dawa,Berbere,25
150101010100370157,2018-19,Dire Dawa,Bread/biscuit,4
150101010100370157,2018-19,Dire Dawa,Carrot,10
150101010100370157,2018-19,Dire Dawa,Chick Pea,5
150101010100370157,2018-19,Dire Dawa,Garlic,10
150101010100370157,2018-19,Dire Dawa,Injera,21
150101010100370157,2018-19,Dire Dawa,Kariya,5
150101010100370157,2018-19,Dire Dawa,Lentils,30
150101010100370157,2018-19,Dire Dawa,Oils,75
150101010100370157,2018-19,Dire Dawa,Onion,30
150101010100370157,2018-19,Dire Dawa,Potato,12
150101010100370157,2018-19,Dire Dawa,Soda,10
150101010100370157,2018-19,Dire Dawa,Sugar,8
150101010100370157,2018-19,Dire Dawa,Tomato,25
150101010100383013,2018-19,Dire Dawa,Berbere,25
150101010100383013,2018-19,Dire Dawa,Bread/biscuit,63
150101010100383013,2018-19,Dire Dawa,Coffee,30
150101010100383013,2018-19,Dire Dawa,Garlic,30
150101010100383013,2018-19,Dire Dawa,Haricot Beans,12
150101010100383013,2018-19,Dire Dawa,Injera,196
150101010100383013,2018-19,Dire Dawa,Kariya,5
150101010100383013,2018-19,Dire Dawa,Leafy Greens,10
150101010100383013,2018-19,Dire Dawa,Oils,42
150101010100383013,2018-19,Dire Dawa,Onion,25
150101010100383013,2018-19,Dire Dawa,Pasta/Macaroni,35
150101010100383013,2018-19,Dire Dawa,Potato,20
150101010100383013,2018-19,Dire Dawa,Rice,13
150101010100383013,2018-19,Dire Dawa,Salt,3
150101010100383013,2018-19,Dire Dawa,Shiro,30
150101010100383013,2018-19,Dire Dawa,Sugar,16
150101010100383013,2018-19,Dire Dawa,Tea,1
150101010100383013,2018-19,Dire Dawa,Tomato,15
150101010100383026,2018-19,Dire Dawa,Berbere,35
150101010100383026,2018-19,Dire Dawa,Bread/biscuit,21
150101010100383026,2018-19,Dire Dawa,Fenugreek,20
150101010100383026,2018-19,Dire Dawa,Garlic,30
150101010100383026,2018-19,Dire Dawa,Injera,112
150101010100383026,2018-19,Dire Dawa,Kariya,5
150101010100383026,2018-19,Dire Dawa,Leafy Greens,10
150101010100383026,2018-19,Dire Dawa,Oils,65
150101010100383026,2018-19,Dire Dawa,Onion,30
150101010100383026,2018-19,Dire Dawa,Potato,20
150101010100383026,2018-19,Dire Dawa,Salt,1
150101010100383026,2018-19,Dire Dawa,Shiro,20
150101010100383026,2018-19,Dire Dawa,Sugar,15
150101010100383026,2018-19,Dire Dawa,Tea,3
150101010100383026,2018-19,Dire Dawa,Tomato,30
150101010100383039,2018-19,Dire Dawa,Banana,60
150101010100383039,2018-19,Dire Dawa,Beef,180
150101010100383039,2018-19,Dire Dawa,Berbere,20
150101010100383039,2018-19,Dire Dawa,Bread/biscuit,84
150101010100383039,2018-19,Dire Dawa,Chick Pea,9
150101010100383039,2018-19,Dire Dawa,Eggs,45
150101010100383039,2018-19,Dire Dawa,Garlic,15
150101010100383039,2018-19,Dire Dawa,Kariya,5
150101010100383039,2018-19,Dire Dawa,Leafy Greens,10
150101010100383039,2018-19,Dire Dawa,Lentils,15
150101010100383039,2018-19,Dire Dawa,Mango,50
150101010100383039,2018-19,Dire Dawa,Milk,60
150101010100383039,2018-19,Dire Dawa,Oats,15
150101010100383039,2018-19,Dire Dawa,Oils,40
150101010100383039,2018-19,Dire Dawa,Onion,28
150101010100383039,2018-19,Dire Dawa,Pasta/Macaroni,36
150101010100383039,2018-19,Dire Dawa,Potato,10
150101010100383039,2018-19,Dire Dawa,Rice,10
150101010100383039,2018-19,Dire Dawa,Salt,3
150101010100383039,2018-19,Dire Dawa,Soda,30
150101010100383039,2018-19,Dire Dawa,Sorghum,26
150101010100383039,2018-19,Dire Dawa,Sugar,16
150101010100383039,2018-19,Dire Dawa,Tea,5
150101010100383039,2018-19,Dire Dawa,Teff,120
150101010100383039,2018-19,Dire Dawa,Tomato,13
150101010100383052,2018-19,Dire Dawa,Avocado,25
150101010100383052,2018-19,Dire Dawa,Beef,180
150101010100383052,2018-19,Dire Dawa,Beer,30
150101010100383052,2018-19,Dire Dawa,Berbere,20
150101010100383052,2018-19,Dire Dawa,Bread/biscuit,42
150101010100383052,2018-19,Dire Dawa,Chat/Kat,100
150101010100383052,2018-19,Dire Dawa,Chick Pea,5
150101010100383052,2018-19,Dire Dawa,Field Pea,6
150101010100383052,2018-19,Dire Dawa,Garlic,15
150101010100383052,2018-19,Dire Dawa,Ground nuts,15
150101010100383052,2018-19,Dire Dawa,Injera,126
150101010100383052,2018-19,Dire Dawa,Kariya,10
150101010100383052,2018-19,Dire Dawa,Leafy Greens,10
150101010100383052,2018-19,Dire Dawa,Lentils,32
150101010100383052,2018-19,Dire Dawa,Mango,25
150101010100383052,2018-19,Dire Dawa,Oils,60
150101010100383052,2018-19,Dire Dawa,Onion,30
150101010100383052,2018-19,Dire Dawa,Pasta/Macaroni,20
150101010100383052,2018-19,Dire Dawa,Potato,10
150101010100383052,2018-19,Dire Dawa,Salt,5
150101010100383052,2018-19,Dire Dawa,Sugar,12
150101010100383052,2018-19,Dire Dawa,Tea,4
150101010100383052,2018-19,Dire Dawa,Tomato,20
150101010100383065,2018-19,Dire Dawa,Berbere,30
150101010100383065,2018-19,Dire Dawa,Bread/biscuit,105
150101010100383065,2018-19,Dire Dawa,Chick Pea,17
150101010100383065,2018-19,Dire Dawa,Coffee,40
150101010100383065,2018-19,Dire Dawa,Garlic,25
150101010100383065,2018-19,Dire Dawa,Horsebeans,8
150101010100383065,2018-19,Dire Dawa,Kariya,10
150101010100383065,2018-19,Dire Dawa,Leafy Greens,10
150101010100383065,2018-19,Dire Dawa,Lentils,60
150101010100383065,2018-19,Dire Dawa,Oils,62
150101010100383065,2018-19,Dire Dawa,Onion,30
150101010100383065,2018-19,Dire Dawa,Pasta/Macaroni,40
150101010100383065,2018-19,Dire Dawa,Potato,30
150101010100383065,2018-19,Dire Dawa,Rice,13
150101010100383065,2018-19,Dire Dawa,Salt,3
150101010100383065,2018-19,Dire Dawa,Soda,40
150101010100383065,2018-19,Dire Dawa,Sorghum,22
150101010100383065,2018-19,Dire Dawa,Sugar,15
150101010100383065,2018-19,Dire Dawa,Tea,5
150101010100383065,2018-19,Dire Dawa,Teff,150
150101010100383065,2018-19,Dire Dawa,Tomato,30
150101010100383078,2018-19,Dire Dawa,Berbere,25
150101010100383078,2018-19,Dire Dawa,Chat/Kat,20
150101010100383078,2018-19,Dire Dawa,Garlic,10
150101010100383078,2018-19,Dire Dawa,Injera,70
150101010100383078,2018-19,Dire Dawa,Kariya,5
150101010100383078,2018-19,Dire Dawa,Maize,7
150101010100383078,2018-19,Dire Dawa,Mango,20
150101010100383078,2018-19,Dire Dawa,Oils,32
150101010100383078,2018-19,Dire Dawa,Onion,30
150101010100383078,2018-19,Dire Dawa,Rice,14
150101010100383078,2018-19,Dire Dawa,Salt,3
150101010100383078,2018-19,Dire Dawa,Shiro,15
150101010100383078,2018-19,Dire Dawa,Sugar,11
150101010100383078,2018-19,Dire Dawa,Tea,5
150101010100383078,2018-19,Dire Dawa,Tomato,30
150101010100383091,2018-19,Dire Dawa,Beetroot,10
150101010100383091,2018-19,Dire Dawa,Bread/biscuit,84
150101010100383091,2018-19,Dire Dawa,Carrot,7
150101010100383091,2018-19,Dire Dawa,Chick Pea,16
150101010100383091,2018-19,Dire Dawa,Field Pea,15
150101010100383091,2018-19,Dire Dawa,Garlic,35
150101010100383091,2018-19,Dire Dawa,Horsebeans,16
150101010100383091,2018-19,Dire Dawa,Kariya,20
150101010100383091,2018-19,Dire Dawa,Leafy Greens,10
150101010100383091,2018-19,Dire Dawa,Oils,50
150101010100383091,2018-19,Dire Dawa,Onion,45
150101010100383091,2018-19,Dire Dawa,Pasta/Macaroni,40
150101010100383091,2018-19,Dire Dawa,Potato,20
150101010100383091,2018-19,Dire Dawa,Rice,10
150101010100383091,2018-19,Dire Dawa,Salt,3
150101010100383091,2018-19,Dire Dawa,Sorghum,26
150101010100383091,2018-19,Dire Dawa,Sugar,11
150101010100383091,2018-19,Dire Dawa,Tea,3
150101010100383091,2018-19,Dire Dawa,Teff,145
150101010100383091,2018-19,Dire Dawa,Tomato,38
150101010100383130,2018-19,Dire Dawa,Coffee,30
150101010100383130,2018-19,Dire Dawa,Horsebeans,8
150101010100383130,2018-19,Dire Dawa,Injera,35
150101010100383130,2018-19,Dire Dawa,Maize,10
150101010100383130,2018-19,Dire Dawa,Oils,24
150101010100383130,2018-19,Dire Dawa,Onion,15
150101010100383130,2018-19,Dire Dawa,Pasta/Macaroni,20
150101010100383130,2018-19,Dire Dawa,Salt,2
150101010100383130,2018-19,Dire Dawa,Shiro,30
150101010100383130,2018-19,Dire Dawa,Soda,20
150101010100383130,2018-19,Dire Dawa,Sugar,7
150101010100383130,2018-19,Dire Dawa,Tomato,15
150101010100383156,2018-19,Dire Dawa,Beer,210
150101010100383156,2018-19,Dire Dawa,Beetroot,10
150101010100383156,2018-19,Dire Dawa,Berbere,30
150101010100383156,2018-19,Dire Dawa,Bread/biscuit,36
150101010100383156,2018-19,Dire Dawa,Bula,10
150101010100383156,2018-19,Dire Dawa,Butter/ghee,25
150101010100383156,2018-19,Dire Dawa,Carrot,10
150101010100383156,2018-19,Dire Dawa,Chat/Kat,100
150101010100383156,2018-19,Dire Dawa,Chick Pea,4
150101010100383156,2018-19,Dire Dawa,Coffee,30
150101010100383156,2018-19,Dire Dawa,Eggs,60
150101010100383156,2018-19,Dire Dawa,Field Pea,4
150101010100383156,2018-19,Dire Dawa,Garlic,25
150101010100383156,2018-19,Dire Dawa,Goat & mutton meat,714
150101010100383156,2018-19,Dire Dawa,Haricot Beans,17
150101010100383156,2018-19,Dire Dawa,Horsebeans,7
150101010100383156,2018-19,Dire Dawa,Kariya,5
150101010100383156,2018-19,Dire Dawa,Leafy Greens,30
150101010100383156,2018-19,Dire Dawa,Lentils,30
150101010100383156,2018-19,Dire Dawa,Mango,20
150101010100383156,2018-19,Dire Dawa,Milk,150
150101010100383156,2018-19,Dire Dawa,Oils,75
150101010100383156,2018-19,Dire Dawa,Onion,38
150101010100383156,2018-19,Dire Dawa,Pasta/Macaroni,14
150101010100383156,2018-19,Dire Dawa,Potato,30
150101010100383156,2018-19,Dire Dawa,Rice,19
150101010100383156,2018-19,Dire Dawa,Salt,3
150101010100383156,2018-19,Dire Dawa,Soda,40
150101010100383156,2018-19,Dire Dawa,Sugar,13
150101010100383156,2018-19,Dire Dawa,Sweet potato,20
150101010100383156,2018-19,Dire Dawa,Tea,5
150101010100383156,2018-19,Dire Dawa,Teff,150
150101010100383156,2018-19,Dire Dawa,Tomato,40
150101010100383156,2018-19,Dire Dawa,Wheat,39
150101010100383169,2018-19,Dire Dawa,Berbere,15
150101010100383169,2018-19,Dire Dawa,Bread/biscuit,9
150101010100383169,2018-19,Dire Dawa,Injera,56
150101010100383169,2018-19,Dire Dawa,Kariya,5
150101010100383169,2018-19,Dire Dawa,Oils,12
150101010100383169,2018-19,Dire Dawa,Onion,15
150101010100383169,2018-19,Dire Dawa,Potato,10
150101010100383169,2018-19,Dire Dawa,Rice,21
150101010100383169,2018-19,Dire Dawa,Salt,3
150101010100383169,2018-19,Dire Dawa,Shiro,12
150101010100383169,2018-19,Dire Dawa,Sugar,4
150101010100383169,2018-19,Dire Dawa,Tea,2
150101010100383169,2018-19,Dire Dawa,Tomato,15
150101010100383182,2018-19,Dire Dawa,Beer,60
150101010100383182,2018-19,Dire Dawa,Beetroot,10
150101010100383182,2018-19,Dire Dawa,Berbere,50
150101010100383182,2018-19,Dire Dawa,Bread/biscuit,63
150101010100383182,2018-19,Dire Dawa,Carrot,10
150101010100383182,2018-19,Dire Dawa,Chat/Kat,30
150101010100383182,2018-19,Dire Dawa,Garlic,15
150101010100383182,2018-19,Dire Dawa,Horsebeans,21
150101010100383182,2018-19,Dire Dawa,Injera,273
150101010100383182,2018-19,Dire Dawa,Kariya,10
150101010100383182,2018-19,Dire Dawa,Leafy Greens,30
150101010100383182,2018-19,Dire Dawa,Lentils,60
150101010100383182,2018-19,Dire Dawa,Oils,60
150101010100383182,2018-19,Dire Dawa,Onion,75
150101010100383182,2018-19,Dire Dawa,Pasta/Macaroni,20
150101010100383182,2018-19,Dire Dawa,Potato,40
150101010100383182,2018-19,Dire Dawa,Rice,39
150101010100383182,2018-19,Dire Dawa,Salt,3
150101010100383182,2018-19,Dire Dawa,Shiro,30
150101010100383182,2018-19,Dire Dawa,Soda,140
150101010100383182,2018-19,Dire Dawa,Sugar,9
150101010100383182,2018-19,Dire Dawa,Tea,6
150101010100383182,2018-19,Dire Dawa,Tomato,50
150101010100383195,2018-19,Dire Dawa,Banana,15
150101010100383195,2018-19,Dire Dawa,Beetroot,10
150101010100383195,2018-19,Dire Dawa,Berbere,15
150101010100383195,2018-19,Dire Dawa,Carrot,10
150101010100383195,2018-19,Dire Dawa,Chick Pea,2
150101010100383195,2018-19,Dire Dawa,Field Pea,2
150101010100383195,2018-19,Dire Dawa,Garlic,13
150101010100383195,2018-19,Dire Dawa,Injera,35
150101010100383195,2018-19,Dire Dawa,Kariya,5
150101010100383195,2018-19,Dire Dawa,Lentils,9
150101010100383195,2018-19,Dire Dawa,Maize,7
150101010100383195,2018-19,Dire Dawa,Mango,10
150101010100383195,2018-19,Dire Dawa,Oils,41
150101010100383195,2018-19,Dire Dawa,Onion,30
150101010100383195,2018-19,Dire Dawa,Orange,15
150101010100383195,2018-19,Dire Dawa,Pasta/Macaroni,10
150101010100383195,2018-19,Dire Dawa,Potato,7
150101010100383195,2018-19,Dire Dawa,Rice,13
150101010100383195,2018-19,Dire Dawa,Salt,2
150101010100383195,2018-19,Dire Dawa,Soda,70
150101010100383195,2018-19,Dire Dawa,Tomato,20
150101010100407010,2018-19,Dire Dawa,Barley,22
150101010100407010,2018-19,Dire Dawa,Beer,160
150101010100407010,2018-19,Dire Dawa,Berbere,25
150101010100407010,2018-19,Dire Dawa,Bread/biscuit,42
150101010100407010,2018-19,Dire Dawa,Chat/Kat,500
150101010100407010,2018-19,Dire Dawa,Coffee,60
150101010100407010,2018-19,Dire Dawa,Eggs,30
150101010100407010,2018-19,Dire Dawa,Field Pea,60
150101010100407010,2018-19,Dire Dawa,Garlic,10
150101010100407010,2018-19,Dire Dawa,Kariya,10
150101010100407010,2018-19,Dire Dawa,Leafy Greens,20
150101010100407010,2018-19,Dire Dawa,Milk,20
150101010100407010,2018-19,Dire Dawa,Oils,25
150101010100407010,2018-19,Dire Dawa,Onion,50
150101010100407010,2018-19,Dire Dawa,Potato,40
150101010100407010,2018-19,Dire Dawa,Salt,2
150101010100407010,2018-19,Dire Dawa,Soda,140
150101010100407010,2018-19,Dire Dawa,Sugar,14
150101010100407010,2018-19,Dire Dawa,Teff,64
150101010100407010,2018-19,Dire Dawa,Tomato,40
150101010100407011,2018-19,Dire Dawa,Mango,30
150101010100407031,2018-19,Dire Dawa,Banana,30
150101010100407031,2018-19,Dire Dawa,Beef,90
150101010100407031,2018-19,Dire Dawa,Berbere,27
150101010100407031,2018-19,Dire Dawa,Butter/ghee,15
150101010100407031,2018-19,Dire Dawa,Carrot,5
150101010100407031,2018-19,Dire Dawa,Chick Pea,15
150101010100407031,2018-19,Dire Dawa,Coffee,60
150101010100407031,2018-19,Dire Dawa,Eggs,15
150101010100407031,2018-19,Dire Dawa,Garlic,25
150101010100407031,2018-19,Dire Dawa,Horsebeans,7
150101010100407031,2018-19,Dire Dawa,Leafy Greens,6
150101010100407031,2018-19,Dire Dawa,Lentils,60
150101010100407031,2018-19,Dire Dawa,Oils,37
150101010100407031,2018-19,Dire Dawa,Onion,30
150101010100407031,2018-19,Dire Dawa,Potato,20
150101010100407031,2018-19,Dire Dawa,Salt,2
150101010100407031,2018-19,Dire Dawa,Soda,20
150101010100407031,2018-19,Dire Dawa,Sorghum,13
150101010100407031,2018-19,Dire Dawa,Sugar,7
150101010100407031,2018-19,Dire Dawa,Teff,105
150101010100407031,2018-19,Dire Dawa,Tomato,10
150101010100407041,2018-19,Dire Dawa,Berbere,30
150101010100407041,2018-19,Dire Dawa,Carrot,15
150101010100407041,2018-19,Dire Dawa,Chick Pea,8
150101010100407041,2018-19,Dire Dawa,Coffee,30
150101010100407041,2018-19,Dire Dawa,Garlic,25
150101010100407041,2018-19,Dire Dawa,Horsebeans,6
150101010100407041,2018-19,Dire Dawa,Kariya,7
150101010100407041,2018-19,Dire Dawa,Mango,25
150101010100407041,2018-19,Dire Dawa,Milk,30
150101010100407041,2018-19,Dire Dawa,Oats,20
150101010100407041,2018-19,Dire Dawa,Oils,58
150101010100407041,2018-19,Dire Dawa,Onion,50
150101010100407041,2018-19,Dire Dawa,Orange,25
150101010100407041,2018-19,Dire Dawa,Papaya,30
150101010100407041,2018-19,Dire Dawa,Potato,20
150101010100407041,2018-19,Dire Dawa,Rice,10
150101010100407041,2018-19,Dire Dawa,Salt,2
150101010100407041,2018-19,Dire Dawa,Soda,60
150101010100407041,2018-19,Dire Dawa,Sorghum,5
150101010100407041,2018-19,Dire Dawa,Sugar,13
150101010100407041,2018-19,Dire Dawa,Tea,3
150101010100407041,2018-19,Dire Dawa,Teff,99
150101010100407041,2018-19,Dire Dawa,Tomato,53
150101010100407041,2018-19,Dire Dawa,Wheat,25
150101010100407051,2018-19,Dire Dawa,Berbere,18
150101010100407051,2018-19,Dire Dawa,Bread/biscuit,11
150101010100407051,2018-19,Dire Dawa,Fenugreek,10
150101010100407051,2018-19,Dire Dawa,Injera,28
150101010100407051,2018-19,Dire Dawa,Kariya,5
150101010100407051,2018-19,Dire Dawa,Oils,21
150101010100407051,2018-19,Dire Dawa,Onion,17
150101010100407051,2018-19,Dire Dawa,Pasta/Macaroni,20
150101010100407051,2018-19,Dire Dawa,Potato,10
150101010100407051,2018-19,Dire Dawa,Salt,2
150101010100407051,2018-19,Dire Dawa,Shiro,8
150101010100407051,2018-19,Dire Dawa,Tomato,10
150101010100407061,2018-19,Dire Dawa,Barley,7
150101010100407061,2018-19,Dire Dawa,Berbere,32
150101010100407061,2018-19,Dire Dawa,Bread/biscuit,21
150101010100407061,2018-19,Dire Dawa,Chick Pea,6
150101010100407061,2018-19,Dire Dawa,Coffee,60
150101010100407061,2018-19,Dire Dawa,Eggs,26
150101010100407061,2018-19,Dire Dawa,Garlic,60
150101010100407061,2018-19,Dire Dawa,Goat & mutton meat,75
150101010100407061,2018-19,Dire Dawa,Injera,26
150101010100407061,2018-19,Dire Dawa,Kariya,5
150101010100407061,2018-19,Dire Dawa,Leafy Greens,10
150101010100407061,2018-19,Dire Dawa,Lentils,17
150101010100407061,2018-19,Dire Dawa,Maize,20
150101010100407061,2018-19,Dire Dawa,Oats,20
150101010100407061,2018-19,Dire Dawa,Oils,33
150101010100407061,2018-19,Dire Dawa,Onion,34
150101010100407061,2018-19,Dire Dawa,Pasta/Macaroni,13
150101010100407061,2018-19,Dire Dawa,Potato,20
